,symbol,lexpressionChangeLogFc,pValue,crResult,measurementMethod,measurementType,restrictionPercent,restrictionTime,age,organism,line,sex,tissue,experimentNumber,doi,expressionChangePercent,isoform
181,Hlf,0.506678,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
182,Arhgef17,0.490011,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
183,Aplp2,0.356841,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
184,Tmem132b,3.552484,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
185,Reep5,0.402776,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
186,Zfp652,0.488522,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
187,Gm21750,1.412461,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
188,Atp13a3,0.478589,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
189,Sema6d,0.864424,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
190,Rhbdl3,1.118338,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
191,Bcl6b,1.652433,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
192,Kcnma1,0.433018,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
193,Pygo1,0.555758,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
194,Amigo1,0.720603,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
195,Mlec,0.580108,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
196,Pgap2,0.543862,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
197,Abcd2,0.48186,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
198,Fam69a,0.475591,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
199,Podxl2,0.408148,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
200,Zfp516,0.551546,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
201,Mmd,0.727217,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
202,Tppp,0.792437,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
203,Kank1,0.539376,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
204,Hs3st5,0.723156,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
205,Lingo3,0.945673,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
206,Stk26,1.082946,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
207,Abl1,0.451392,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
208,Ttll7,0.973731,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
209,Slc9a2,0.522658,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
210,Gm17555,1.106778,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
211,Cacng6,0.373802,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
212,Me2,1.547943,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
213,Kcmf1,0.359704,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
214,Kdm2b,0.909713,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
215,Dock9,0.469155,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
216,Ppm1j,0.482274,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
217,Wsb2,0.341857,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
218,Filip1l,0.552368,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
219,Hs2st1,0.592564,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
220,Tead4,1.366956,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
221,Ptpn21,0.559013,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
222,Lrrc20,0.334836,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
223,Tnfaip3,1.185928,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
224,Amotl1,0.436605,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
225,Nck2,0.660177,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
226,Synm,0.529709,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
227,Camk2a,0.464094,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
228,Zdhhc8,0.413453,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
229,Ptpn4,0.743129,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
230,Shank3,0.680992,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
231,Rbm3,0.842691,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
232,Popdc3,0.424878,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
233,Apbb2,0.876944,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
234,Wdsub1,0.517405,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
235,Mllt11,0.417357,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
236,Esam,0.462022,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
237,Tmem87a,0.562886,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
238,Ppp2r3a,0.330291,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
239,Foxn2,0.406711,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
240,Nf1,0.531808,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
241,Tnk2,0.586154,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
242,Pdp1,0.776614,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
243,Sfxn3,0.655702,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
244,Fam83d,2.242802,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
245,Rarb,0.783777,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
246,Arhgef10l,0.484341,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
247,Clcn1,0.41945,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
248,Tmcc2,0.482577,0,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
249,Pik3c2b,0.463429,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
250,Anxa7,0.516186,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
251,Rab12,0.538103,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
252,Rbfox2,0.457078,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
253,Dnase1,1.224234,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
254,Tph1,1.761935,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
255,Cbfa2t2,0.554251,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
256,Mprip,0.366679,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
257,Pdzd7,1.151127,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
258,Tmem2,0.485885,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
259,Sgcd,0.605279,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
260,Gdpd5,0.775798,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
261,Asb10,0.405766,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
262,Uckl1,0.510675,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
263,Fbxw7,0.500192,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
264,B4galt5,0.775026,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
265,Aurka,0.88373,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
266,Ppm1l,0.313141,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
267,Tsc22d1,0.426182,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
268,Abca1,0.571925,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
269,Gse1,0.458108,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
270,Rab8b,0.693354,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
271,Mfsd4a,0.502166,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
272,Rtn4,0.443909,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
273,Adcy9,0.520979,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
274,Col4a4,1.176384,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
275,Clec16a,0.367447,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
276,Mapt,0.496494,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
277,Npr1,0.610403,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
278,Ermp1,0.69326,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
279,Rreb1,0.452798,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
280,Pak1,0.612279,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
281,Dbp,0.489407,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
282,Afap1l1,0.415903,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
283,Rhobtb2,0.593882,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
284,Scn4a,0.396004,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
285,Dusp27,0.421226,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
286,Rlf,0.641318,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
287,Uri1,0.386323,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
288,Pip5k1a,0.462884,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
289,Pkia,0.295015,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
290,Sqle,1.033349,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
291,Maz,0.366398,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
292,Abca4,1.401905,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
293,Relb,0.694299,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
294,Ctdsp2,0.454626,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
295,Gm43540,0.843922,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
296,Amfr,0.372362,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
297,Nexn,0.310034,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
298,Fscn1,0.73973,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
299,Zfyve9,0.35762,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
300,Erg,0.724594,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
301,Pias2,0.382784,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
302,Prkacb,0.440069,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
303,Zbtb38,0.370215,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
304,Lgals1,0.459309,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
305,Col7a1,0.990633,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
306,Mat2a,0.32247,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
307,Adamts5,0.750678,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
308,Zcchc2,0.555189,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
309,Osbpl6,0.384253,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
310,Casz1,0.366633,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
311,Ppp1r14b,0.670199,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
312,Pcdh19,0.933712,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
313,E130308A19Rik,0.705454,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
314,Tbl1x,0.502279,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
315,Fam122a,0.545321,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
316,Tmem127,0.482756,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
317,Ranbp10,0.364802,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
318,Nhs,0.850691,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
319,Myef2,1.002777,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
320,Srgap2,0.423792,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
321,Akap9,0.279825,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
322,Mllt4,0.67617,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
323,Foxn3,0.392818,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
324,Ubr5,0.364462,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
325,Dpp6,1.295006,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
326,Maged2,0.66776,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
327,Fryl,0.481052,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
328,Lancl1,0.480573,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
329,Wls,0.541611,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
330,Scarb1,0.611065,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
331,Ddx26b,0.462147,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
332,Cd164,0.378361,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
333,Ptx3,0.716392,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
334,Zdhhc18,0.482463,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
335,Tob1,0.418466,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
336,Musk,0.726319,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
337,Heca,0.501128,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
338,Pfkfb3,2.632379,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
339,Fgd4,0.567803,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
340,Dicer1,0.29976,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
341,Sort1,0.599924,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
342,Dcaf5,0.426635,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
343,Ddr1,0.44413,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
344,Nr1d1,0.914792,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
345,Hoxc10,0.349061,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
346,Kctd15,0.535015,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
347,Chst15,0.937958,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
348,Crip3,2.826056,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
349,Abcc1,0.413435,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
350,Enox2,0.878526,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
351,Homer1,0.334159,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
352,Gm5105,1.341809,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
353,Fez2,0.327094,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
354,Prkag3,0.956282,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
355,Pon3,0.479528,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
356,Mboat1,1.445061,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
357,Calm3,0.479184,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
358,2510009E07Rik,0.379587,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
359,Cdkn2c,0.569627,0.01,increase,RNAseq,mRNA,40,20_days,20_weeks,mouse,C57BL/6J,both,muscle,6-8,10.3390/genes12050691,,
