gene_symbol,reference,organism_name,organism_line_id,sex,change_value,p_value,sample,min_age_of_controls,min_age_of_experiment,mean_age_of_controls,mean_age_of_experiment,max_age_of_controls,max_age_of_experiment,age_units,change_type,n_of_controls,n_of_experiment,statistical_method,change_evaluation_by,measurement_method,comment,pmid
TCF3,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,60.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
TLE1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
WIF1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
WIF1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,60.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Gene expression was measured using the mouse Wnt signaling pathway RT2 Profiler PCR Array (SABiosciences/QIAGEN, PAMM-043E-4) using the manufacturer’s protocols. This array contains primers corresponding to 84 genes related to the Wnt pathway, five housekeeping genes for normalization, and positive and negative controls for the PCR reaction.",n/a
WNT1,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT10A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,60.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT10A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,24.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT10A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,80.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT10A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,1100.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT11,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,40.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Several genes related to Wnt signaling were differentially expressed with age in the liver, although the implications of these changes for Wnt pathway activity are somewhat contradictory and hence remain uncertain",n/a
WNT11,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,70.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Several genes related to Wnt signaling were differentially expressed with age in the liver, although the implications of these changes for Wnt pathway activity are somewhat contradictory and hence remain uncertain",n/a
WNT11,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,14.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT11,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,36.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT11,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT11,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,230.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT16,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,20.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,48.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Several genes related to Wnt signaling were differentially expressed with age in the liver, although the implications of these changes for Wnt pathway activity are somewhat contradictory and hence remain uncertain.",n/a
WNT2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,10.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Several genes related to Wnt signaling were differentially expressed with age in the liver, although the implications of these changes for Wnt pathway activity are somewhat contradictory and hence remain uncertain.",n/a
WNT2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,58.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,Wnt signaling appeared to decrease with age in the brain.,n/a
WNT2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,70.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,All differentially expressed genes showed decreased expression in skeletal muscle.,n/a
WNT2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,74.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,All differentially expressed genes showed decreased expression in skeletal muscle.,n/a
WNT2,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,12.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,Wnt signaling also decreased with age in the lung.,n/a
WNT2B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,15.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Several genes related to Wnt signaling were differentially expressed with age in the liver, although the implications of these changes for Wnt pathway activity are somewhat contradictory and hence remain uncertain",n/a
WNT2B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,40.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Several genes related to Wnt signaling were differentially expressed with age in the liver, although the implications of these changes for Wnt pathway activity are somewhat contradictory and hence remain uncertain",n/a
WNT2B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,15.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,Wnt signaling appeared to decrease with age in the brain,n/a
WNT2B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,All differentially expressed genes showed decreased expression in skeletal muscle,n/a
WNT2B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,35.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,All differentially expressed genes showed decreased expression in skeletal muscle,n/a
WNT2B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,20.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,Wnt signaling also decreased with age in the lung.,n/a
WNT3,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,11.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT3A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,34.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT3A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,35.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT4,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,This study is indicative of a general decrease in Wnt signaling with age in different tissues in mice.,n/a
WNT5A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,28.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Several genes related to Wnt signaling were differentially expressed with age in the liver, although the implications of these changes for Wnt pathway activity are somewhat contradictory and hence remain uncertain",n/a
WNT5A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,20.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT5A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,60.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,All differentially expressed genes showed decreased expression in skeletal muscle,n/a
WNT5A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,70.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,All differentially expressed genes showed decreased expression in skeletal muscle,n/a
WNT5A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,20.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,All differentially expressed genes showed decreased expression in skeletal muscle,n/a
WNT5B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,9.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Several genes related to Wnt signaling were differentially expressed with age in the liver, although the implications of these changes for Wnt pathway activity are somewhat contradictory and hence remain uncertain",n/a
WNT5B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,15.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,"Several genes related to Wnt signaling were differentially expressed with age in the liver, although the implications of these changes for Wnt pathway activity are somewhat contradictory and hence remain uncertain.",n/a
WNT5B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,11.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,Wnt signaling appeared to decrease with age in the brain.,n/a
WNT5B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,All differentially expressed genes showed decreased expression in skeletal muscle.,n/a
WNT5B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,30.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,All differentially expressed genes showed decreased expression in skeletal muscle.,n/a
WNT5B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,17.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,Wnt signaling also decreased with age in the lung.,n/a
WNT6,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,10.0%,,liver,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT6,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,1350.0%,,liver,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT6,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,100.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT7A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,5.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT7A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,99.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT7A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,17.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT7B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,34.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,Wnt signaling appeared to decrease with age in the brain,n/a
WNT7B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,90.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT7B,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,50.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT9A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,54.0%,,brain,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT9A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,70.0%,,muscle,n/a,n/a,5,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT9A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,20.0%,,muscle,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
WNT9A,10.1007/s11357-014-9618-3,mouse,C57BL/6J,male,20.0%,,lung,n/a,n/a,5,36,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT2,10.3389/fncel.2015.00167,rat,Wistar,female,715.0%,<0.01,occipital lobe,n/a,n/a,3,12,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT2,10.3389/fncel.2015.00167,rat,Wistar,female,1320.0%,<0.01,occipital lobe,n/a,n/a,3,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT3,10.3389/fncel.2015.00167,rat,Wistar,female,30.8%,<0.01,frontal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT3,10.3389/fncel.2015.00167,rat,Wistar,female,81.0%,<0.01,frontal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT3,10.3389/fncel.2015.00167,rat,Wistar,female,18.0%,<0.01,hippocampus,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT3,10.3389/fncel.2015.00167,rat,Wistar,female,44.0%,<0.01,hippocampus,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT4,10.3389/fncel.2015.00167,rat,Wistar,female,30.8%,<0.01,frontal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT4,10.3389/fncel.2015.00167,rat,Wistar,female,81.2%,<0.01,frontal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT4,10.3389/fncel.2015.00167,rat,Wistar,female,18.4%,<0.01,hippocampus,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT4,10.3389/fncel.2015.00167,rat,Wistar,female,43.9%,<0.01,hippocampus,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT5,10.3389/fncel.2015.00167,rat,Wistar,female,30.9%,<0.01,frontal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT5,10.3389/fncel.2015.00167,rat,Wistar,female,81.0%,<0.01,frontal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT5,10.3389/fncel.2015.00167,rat,Wistar,female,18.3%,<0.01,hippocampus,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT5,10.3389/fncel.2015.00167,rat,Wistar,female,43.8%,<0.01,hippocampus,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,43.4%,<0.01,frontal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,50.7%,<0.01,frontal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,43.4%,<0.01,temporal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,50.7%,<0.01,temporal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,43.3%,<0.01,occipital lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,50.7%,<0.01,occipital lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,43.4%,<0.01,hippocampus,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,50.7%,<0.01,hippocampus,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT7,10.3389/fncel.2015.00167,rat,Wistar,female,236.0%,<0.01,frontal lobe,n/a,n/a,3,12,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
SIRT7,10.3389/fncel.2015.00167,rat,Wistar,female,993.0%,<0.01,frontal lobe,n/a,n/a,3,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,mRNA,qPCR,n/a,n/a
IGFBP5,10.1016/j.exger.2014.04.011,mouse,C57BL/6 x 129,male,112.5%,<0.05,kidney,n/a,n/a,1,6,n/a,n/a,months,increased gene expression,n/a,n/a,Pfaffl method,mRNA,qPCR,"qPCR. Relative quantification, fold change and statistical significance of gene expression were determined by the Pfaffl method using the relative expression software tool (REST) 2009 (QIAGEN Inc., Valencia, CA).",n/a
EFEMP1,10.1002/path.5203,mouse,C57BL/6J,male,250.0%,ns,intestine,n/a,n/a,1,6,n/a,n/a,months,increased gene expression,5,5,Student t-test,mRNA,qPCR,n/a,n/a
EFEMP1,10.1002/path.5203,mouse,C57BL/6J,male,600.0%,<0.05,intestine,n/a,n/a,1,12,n/a,n/a,months,increased gene expression,5,5,Student t-test,mRNA,qPCR,n/a,n/a
EFEMP1,10.1002/path.5203,mouse,C57BL/6J,male,400.0%,<0.05,intestine,n/a,n/a,1,20,n/a,n/a,months,increased gene expression,5,5,Student t-test,mRNA,qPCR,n/a,n/a
WNT7B,10.1002/stem.3192,mouse,C57BL/6,all,96.0%,<0.001,bone,2,n/a,n/a,24,6,n/a,months,decreased gene expression,3,3,Student t-test,mRNA,qPCR,n/a,n/a
CYBB,10.1007/s00395-015-0506-5,mouse,C57BL/6,male,118.0%,<0.05,ventricles,2,24,3,25,4,26,months,increased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
HDAC1,10.1007/s00418-018-1687-4,fish Nothobranchius furzeri,MZM-04/10,male,40.0%,<0.001,brain,n/a,n/a,5,31,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,"Only 1st copy of Hdac1 was downregulated during aging, while expression levels of 2nd copy remained constant.",n/a
HDAC1,10.1007/s00418-018-1687-4,fish Nothobranchius furzeri,MZM-04/10,male,35.0%,<0.01,liver,n/a,n/a,5,31,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,"Only 1st copy of Hdac1 was downregulated during aging, while expression levels of 2nd copy remained constant.",n/a
HDAC1,10.1007/s00418-018-1687-4,fish Nothobranchius furzeri,MZM-04/10,male,41.0%,<0.05,muscle,n/a,n/a,5,31,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,"Only 1st copy of Hdac1 was downregulated during aging, while expression levels of 2nd copy remained constant.",n/a
HDAC3,10.1007/s00418-018-1687-4,fish Nothobranchius furzeri,MZM-04/10,male,43.0%,<0.001,liver,n/a,n/a,5,31,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,n/a,n/a
HDAC3,10.1007/s00418-018-1687-4,fish Nothobranchius furzeri,MZM-04/10,male,49.0%,<0.001,brain,n/a,n/a,5,31,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,n/a,n/a
HDAC3,10.1007/s00418-018-1687-4,fish Nothobranchius furzeri,MZM-04/10,male,42.0%,<0.05,muscle,n/a,n/a,5,31,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,n/a,n/a
HDAC2,10.1007/s00418-018-1687-4,mouse,C57BL/6J × 129/Sv,all,82.0%,<0.01,brain,n/a,n/a,0,8,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,n/a,n/a
HDAC2,10.1007/s00418-018-1687-4,mouse,C57BL/6J × 129/Sv,all,73.0%,<0.05,brain,n/a,n/a,8,104,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,n/a,n/a
HDAC3,10.1007/s00418-018-1687-4,mouse,C57BL/6J × 129/Sv,all,60.0%,<0.05,brain,n/a,n/a,0,8,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,n/a,n/a
HDAC3,10.1007/s00418-018-1687-4,mouse,C57BL/6J × 129/Sv,all,80.0%,<0.01,brain,n/a,n/a,8,104,n/a,n/a,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,n/a,n/a
ACOX1,10.1007/s10072-013-1509-3,rat,Sprague Dawley,male,25.0%,<0.01,liver,n/a,n/a,3,22,n/a,n/a,months,decreased gene expression,5,5,Student t-test,mRNA,qPCR,RT-PCR.,n/a
WNT1,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,50.0%,ns,bone,n/a,n/a,1.5,6,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
WNT1,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,75.0%,<0.005,bone,n/a,n/a,1.5,18,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
WNT10B,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,95.0%,<0.005,bone,n/a,n/a,1.5,6,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
WNT10B,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,75.0%,<0.05,bone,n/a,n/a,1.5,18,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
WNT3A,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,83.0%,<0.05,bone,n/a,n/a,1.5,6,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
WNT3A,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,75.0%,ns,bone,n/a,n/a,1.5,18,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
WNT5B,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,75.0%,<0.05,bone,n/a,n/a,1.5,6,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
WNT5B,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,64.0%,<0.05,bone,n/a,n/a,1.5,18,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
WNT7B,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,60.0%,ns,bone,n/a,n/a,1.5,6,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
WNT7B,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,80.0%,<0.05,bone,n/a,n/a,1.5,18,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
Wnt9b,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,50.0%,ns,bone,n/a,n/a,1.5,6,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
Wnt9b,10.1007/s11357-008-9069-9,mouse,C57BL/6J,male,63.0%,<0.01,bone,n/a,n/a,1.5,18,n/a,n/a,months,decreased gene expression,6,6,Student t-test,mRNA,qPCR,n/a,n/a
NGF,10.1007/s11357-011-9262-0,rat,Sprague Dawley,male,60.0%,ns,left ventricle,6,80,7,88,8,96,weeks,increased gene expression,3,3,Student t-test,mRNA,qPCR,"In both ventricles, a significant decrease in NGF expression from neonatal to young rats and a significant increase from young to old rats was observed.",n/a
NGF,10.1007/s11357-011-9262-0,rat,Sprague Dawley,male,52.0%,ns,left ventricle,"0,4",6,0.5,7,"0,6",8,weeks,decreased gene expression,3,3,Student t-test,mRNA,qPCR,"In both ventricles, a significant decrease in NGF expression from neonatal to young rats and a significant increase from young to old rats was observed.",n/a
MSRA,10.1007/s11357-011-9268-7,rat,Wistar,female,282.0%,<0.05,spleen,n/a,n/a,2,24,n/a,n/a,months,increased gene expression,15,17,Student t-test,mRNA,qPCR,n/a,n/a
MMP12,10.1002/phy2.90,rat,F344,male,490.0%,<0.05,kidney,n/a,n/a,4,24,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,The age-related enhancement of the MMP12 gene expression was absent in the calorie-restricted animals.,n/a
MMP14,10.1002/phy2.90,rat,F344,male,358.0%,<0.05,kidney,n/a,n/a,4,24,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,The age-related enhancement of the MMP14 gene expression was absent in the calorie-restricted animals.,n/a
