gene_id,gene_symbol,gene_name,organism,p_value,sample,change_type,change_evaluation_by,sex,measurement_method,statistical_method,age_units,min_age_of_controls,max_age_of_controls,min_age_of_experiment,max_age_of_experiment,n_of_controls,n_of_experiment,reference,fc,log_fc,change_value,q-value
,CAV2,caveolin 2,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.65,,65,0.007611041
,CBS,cystathionine-beta-synthase,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.59,,59,0.002142
,CCKBR,cholecystokinin B receptor,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.69,,"-62,82527881",0.002142
,CDC40,cell division cycle 40 homolog (yeast),human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-4.74,,"-78,90295359",0.005124108
,CDH22,cadherin-like 22,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.61,,"-37,88819876",0.002142
,CDK11A,cell division cycle 2-like 2,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.22,,122,0.002142
,CDK5R1,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-3.41,,"-70,6744868",0.002142
,CFHR1,H factor (complement)-like 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,3.17,,217,0.002142
,CHSY1,carbohydrate (chondroitin) synthase 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.84,,84,0.003812139
,CLASRP,"splicing factor, arginine/serine-rich 16 (suppressor-of-white-apricot homolog)",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.68,,68,0.008787446
,CLDN5,claudin 5,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.52,,52,0.006478758
,CLEC2B,"C-type lectin, superfamily member 2",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.71,,171,0.003812139
,CLIC2,chloride intracellular channel 2,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.7,,70,0.009920598
,CLIC4,chloride intracellular channel 4,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.95,,95,0.005124108
,CLK1,CDC-like kinase 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.57,,57,0.008787446
,CLTB,"clathrin, light polypeptide (Lcb)",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.63,,"-38,65030675",0.002142
,CNTN1,contactin 1,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.52,,"-60,31746032",0.002142
,CPNE3,copine III,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.88,,88,0.002142
,CRH,corticotropin releasing hormone,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.75,,"-63,63636364",0.002142
,CRYAB,"crystallin, alpha B",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.99,,99,0.002142
,CRYAB,"crystallin, alpha B",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.6,,60,0.003812139
,CSRP1,cysteine and glycine-rich protein 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.55,,55,0.002142
,CYP1B1,"cytochrome P450, family 1, subfamily B, polypeptide 1",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.78,,78,0.009920598
,DDIT4,HIF-1 responsive RTP801,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.55,,155,0.002142
,DDR1,"discoidin domain receptor family, member 1",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.82,,82,0.002142
,DDX3X,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.85,,"-45,94594595",0.002142
,DHRS3,short-chain dehydrogenase/reductase 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.64,,64,0.002142
,DNASE1L1,deoxyribonuclease I-like 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.64,,64,0.003812139
,DPYSL3,dihydropyrimidinase-like 3,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.83,,83,0.002142
,DYNC1I1,"dynein, cytoplasmic, intermediate polypeptide 1",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.45,,"-59,18367347",0.002142
,E2F4,"E2F transcription factor 4, p107/p130-binding",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.56,,"-35,8974359",0.003812139
,ECM2,"extracellular matrix protein 2, female organ and adipocyte specific",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.63,,63,0.005124108
,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.63,,163,0.002142
,EFS,embryonal Fyn-associated substrate,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.58,,158,0.005124108
,ENSA,endosulfine alpha,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.79,,"-44,13407821",0.002142
,ENSA,endosulfine alpha,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.65,,"-39,39393939",0.005124108
,EP400,E1A binding protein p400,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.51,,"-33,77483444",0.007611041
,EPM2A,"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.68,,68,0.007611041
,ERBB3,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian),human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.89,,89,0.002142
,ERBB3,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian),human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.29,,129,0.002142
,ETS2,v-ets erythroblastosis virus E26 oncogene homolog 2 (avian),human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.68,,"-40,47619048",0.002142
,EYA1,eyes absent homolog 1 (Drosophila),human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.61,,61,0.003812139
,FADS1,fatty acid desaturase 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.85,,85,0.002142
,FADS1,fatty acid desaturase 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.1,,110,0.002142
,FERMT2,"pleckstrin homology domain containing, family C member 1",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.64,,64,0.002142
,FGF1,FGF,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.19,,119,0.002142
,FGF12,fibroblast growth factor 12,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.59,,"-61,38996139",0.002142
,FGF12,fibroblast growth factor 12,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.39,,"-58,15899582",0.008787446
,FGF13,fibroblast growth factor 13,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.33,,"-57,08154506",0.002142
,FGF13,fibroblast growth factor 13,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-3.25,,"-69,23076923",0.005124108
,FGF2,fibroblast growth factor 2 (basic),human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.1,,110,0.002142
,FGF2,fibroblast growth factor 2 (basic),human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.08,,108,0.002142
,FGFR2,fibroblast growth factor receptor 2,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.64,,64,0.002142
,FGFR3,fibroblast growth factor receptor 3,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.78,,78,0.002142
,FOXG1,forkhead box G1A,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.97,,"-49,23857868",0.002142
,FRMPD4,KIAA0316 gene product,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.09,,"-52,15311005",0.002142
,FYN,"FYN oncogene related to SRC, FGR, YES",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.93,,93,0.002142
,GABRB3,"gamma-aminobutyric acid (GABA) A receptor, beta 3",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-3.16,,"-68,35443038",0.002142
,GABRD,"gamma-aminobutyric acid (GABA) A receptor, delta",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.54,,"-35,06493506",0.002142
,GAD1,"glutamate decarboxylase 1 (brain, 67kDa)",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.61,,"-37,88819876",0.005124108
,GATM,glycine amidinotransferase (L-arginine:glycine amidinotransferase),human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.53,,53,0.002142
,GATM,glycine amidinotransferase (L-arginine:glycine amidinotransferase),human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.83,,83,0.002142
,GFAP,glial fibrillary acidic protein,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.61,,61,0.002142
,GFRA2,GDNF family receptor alpha 2,human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.64,,"-39,02439024",0.003812139
,GIPC1,regulator of G-protein signalling 19 interacting protein 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.59,,59,0.002142
,GJA1,"gap junction protein, alpha 1, 43kDa (connexin 43)",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.68,,68,0.002142
,GNAQ,"guanine nucleotide binding protein (G protein), q polypeptide",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.03,,"-50,73891626",0.002142
,GNB5,"guanine nucleotide binding protein (G protein), beta 5",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.68,,"-40,47619048",0.007611041
,GNE,UDP-N-acetylglucosamine-2-epimerase/N-acetylmannosamine kinase,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.76,,76,0.007611041
,GNG11,"guanine nucleotide binding protein (G protein), gamma 11",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.11,,111,0.002142
,GNG12,"guanine nucleotide binding protein (G protein), gamma 12",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.99,,99,0.002142
,GPC5,glypican 5,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.59,,59,0.007611041
,GPR137B,transmembrane 7 superfamily member 1,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.7,,70,0.002142
,GPRC5B,"G protein-coupled receptor, family C, group 5, member B",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.66,,66,0.002142
,GRIA1,"glutamate receptor, ionotropic, AMPA 1",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.41,,"-58,50622407",0.002142
,GRIA1,"glutamate receptor, ionotropic, AMPA 1",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.22,,"-54,95495495",0.002142
,GRIN2A,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-2.34,,"-57,26495726",0.002142
,GSN,"gelsolin (amyloidosis, Finnish type)",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.55,,55,0.002142
,GUSBP1,"Homo sapiens LOC340111 (LOC340111), mRNA",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.28,,128,0.009920598
,HBB,"hemoglobin, beta",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.87,,187,0.002142
,HBB,"hemoglobin, beta",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,3.29,,229,0.002142
,HCCS,holocytochrome c synthase (cytochrome c heme-lyase),human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.61,,"-37,88819876",0.002142
,HCRTR2,hypocretin (orexin) receptor 2,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.56,,56,0.002142
,HEBP2,heme binding protein 2,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.98,,98,0.002142
,HEPH,hephaestin,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.58,,58,0.002142
,HIF1A,hypoxia-inducible factor 1a,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.05,,105,0.005124108
,HIST1H2AC,"histone 1, H2ac",human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.58,,58,0.003812139
,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3 (2H9),human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.51,,51,0.002142
,HP,haptoglobin,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.73,,73,0.008787446
,HSD17B6,3-hydroxysteroid epimerase,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.54,,54,0.006478758
,HSPA13,"stress 70 protein chaperone, microsome-associated, 60kDa",human,"<0,01",frontal cortex,decreased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,-1.76,,"-43,18181818",0.006478758
,HSPA2,heat shock 70kDa protein 2,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,2.22,,122,0.005124108
,HSPA2,heat shock 70kDa protein 2,human,"<0,01",frontal cortex,increased gene expression,mRNA,both,microarray,Spearman rank correlation,Years,,,26,106,,30,10.1038/nature02661,1.88,,88,0.006478758
